protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score
O95150,citric acid,sucrose,polysorbate 80,methionine,5.5,4,50.0,200.0,0.01,10.0,0.115,0.1853,0.1557,0.8518,0,0.8361
O95150,phosphoric acid,mannitol,polysorbate 20,arginine,6.0,25,10.0,100.0,0.01,150.0,0.3933,0.3253,0.2054,0.7036,1,0.6893
O95150,histidine,trehalose,polysorbate 20,methionine,7.0,40,50.0,200.0,0.01,10.0,0.2757,0.2069,0.3865,0.6958,0,0.7071
O95150,histidine,mannitol,polysorbate 80,proline,7.0,25,30.0,100.0,0.01,50.0,0.3039,0.2654,0.2482,0.7733,0,0.6946
O95150,phosphoric acid,trehalose,poloxamer 188,proline,6.5,4,30.0,200.0,0.03,50.0,0.4037,0.3719,0.2477,0.6775,0,0.6635
O95150,phosphoric acid,sucrose,polysorbate 20,proline,7.4,25,30.0,100.0,0.01,100.0,0.0614,0.3941,0.3558,0.7592,0,0.729
O95150,phosphoric acid,trehalose,poloxamer 188,arginine,5.5,40,50.0,300.0,0.01,100.0,0.1988,0.4765,0.3102,0.6588,1,0.6935
O95150,histidine,sucrose,polysorbate 20,proline,6.0,4,10.0,300.0,0.01,150.0,0.2583,0.2681,0.1146,0.8052,2,0.7696
O95150,histidine,trehalose,polysorbate 80,proline,6.0,40,50.0,100.0,0.08,150.0,0.3838,0.3677,0.238,0.639,1,0.6497
O95150,phosphoric acid,mannitol,polysorbate 80,methionine,5.0,25,30.0,100.0,0.08,5.5,0.2267,0.213,0.2084,0.7945,0,0.7907
O95150,phosphoric acid,sucrose,polysorbate 80,arginine,5.0,40,10.0,100.0,0.045,50.0,0.0674,0.4861,0.3613,0.6801,0,0.746
O95150,acetic acid,mannitol,polysorbate 20,none,5.0,25,10.0,300.0,0.08,0.0,0.198,0.3713,0.226,0.7827,1,0.7497
O95150,citric acid,sucrose,polysorbate 20,glycine,5.5,40,50.0,300.0,0.01,200.0,0.1858,0.4396,0.2067,0.7062,2,0.7432
O95150,histidine,sorbitol,polysorbate 80,glycine,5.5,40,50.0,300.0,0.01,125.0,0.3798,0.3606,0.2128,0.6337,2,0.6991
O95150,histidine,mannitol,poloxamer 188,glycine,6.5,40,10.0,100.0,0.03,50.0,0.6632,0.3658,0.2144,0.5388,0,0.5515
O95150,acetic acid,trehalose,poloxamer 188,proline,6.0,4,30.0,300.0,0.03,150.0,0.3916,0.3784,0.226,0.6821,2,0.651
O95150,phosphoric acid,mannitol,polysorbate 80,none,5.0,40,30.0,200.0,0.08,0.0,0.2764,0.4458,0.3399,0.6442,0,0.6567
O95150,acetic acid,sucrose,polysorbate 80,methionine,7.0,4,50.0,200.0,0.08,1.0,0.1521,0.2316,0.3372,0.8163,0,0.7331
O95150,citric acid,sucrose,poloxamer 188,glycine,5.5,40,10.0,100.0,0.01,200.0,0.2259,0.4686,0.2074,0.6733,1,0.7008
O95150,histidine,sucrose,poloxamer 188,methionine,5.5,4,30.0,100.0,0.05,1.0,0.2912,0.1209,0.1392,0.8361,0,0.8128
O95150,citric acid,sucrose,poloxamer 188,arginine,6.5,4,30.0,100.0,0.03,50.0,0.334,0.3844,0.1137,0.7348,0,0.686
O95150,citric acid,sucrose,polysorbate 20,proline,6.5,25,50.0,300.0,0.08,100.0,0.3006,0.3668,0.1694,0.7045,1,0.7069
O95150,acetic acid,trehalose,poloxamer 188,glycine,5.5,25,30.0,100.0,0.05,200.0,0.2683,0.3697,0.2395,0.7148,1,0.6981
O95150,citric acid,sorbitol,polysorbate 20,proline,6.5,4,30.0,100.0,0.045,100.0,0.5151,0.3619,0.1434,0.6544,0,0.6187
O95150,citric acid,sucrose,polysorbate 80,methionine,7.0,25,10.0,200.0,0.01,5.5,0.1891,0.223,0.282,0.7807,0,0.7893
O95150,citric acid,mannitol,polysorbate 20,glycine,6.5,4,30.0,300.0,0.01,200.0,0.4051,0.3661,0.1555,0.6556,2,0.6774
O95150,acetic acid,mannitol,polysorbate 20,glycine,6.5,4,50.0,200.0,0.045,125.0,0.4442,0.3489,0.2436,0.6913,1,0.6419
O95150,phosphoric acid,trehalose,polysorbate 20,glycine,6.5,4,10.0,100.0,0.08,125.0,0.3339,0.3652,0.236,0.6879,1,0.7082
O95150,acetic acid,trehalose,poloxamer 188,none,7.4,4,10.0,200.0,0.05,0.0,0.1779,0.3708,0.3198,0.7445,0,0.7181
O95150,phosphoric acid,mannitol,poloxamer 188,arginine,6.0,40,50.0,200.0,0.05,100.0,0.5009,0.4292,0.3239,0.5666,0,0.5607
O95150,histidine,sucrose,poloxamer 188,arginine,5.5,25,30.0,100.0,0.05,150.0,0.133,0.2467,0.1268,0.8404,1,0.8781
O95150,citric acid,sorbitol,poloxamer 188,arginine,5.5,4,30.0,300.0,0.05,100.0,0.3119,0.3834,0.1593,0.7084,1,0.688
O95150,phosphoric acid,sucrose,polysorbate 20,glycine,5.5,4,50.0,200.0,0.08,125.0,0.0937,0.3896,0.225,0.7756,1,0.7695
O95150,phosphoric acid,mannitol,poloxamer 188,glycine,7.4,25,50.0,300.0,0.05,200.0,0.2952,0.3683,0.3409,0.6867,2,0.6829
O95150,phosphoric acid,sucrose,polysorbate 20,methionine,7.0,4,10.0,200.0,0.01,5.5,0.1419,0.2098,0.3497,0.7975,0,0.764
O95150,phosphoric acid,sorbitol,polysorbate 80,none,6.0,25,10.0,200.0,0.08,0.0,0.4447,0.3458,0.2282,0.6839,0,0.691
O95150,histidine,sucrose,polysorbate 80,none,5.5,4,30.0,100.0,0.01,0.0,0.1617,0.2724,0.1465,0.8028,0,0.8119
O95150,acetic acid,sorbitol,poloxamer 188,arginine,5.0,40,50.0,200.0,0.05,50.0,0.3381,0.4694,0.3383,0.6139,0,0.6162
O95150,citric acid,trehalose,polysorbate 80,proline,5.0,4,30.0,100.0,0.08,100.0,0.0874,0.3384,0.1295,0.8654,0,0.831
O95150,histidine,mannitol,poloxamer 188,none,6.5,4,10.0,200.0,0.01,0.0,0.5605,0.3009,0.1087,0.6416,0,0.6872
O95150,histidine,sucrose,polysorbate 20,none,7.0,40,50.0,100.0,0.01,0.0,0.2792,0.3581,0.3119,0.6775,0,0.6982
O95150,acetic acid,mannitol,poloxamer 188,glycine,7.4,40,50.0,100.0,0.03,50.0,0.4028,0.4601,0.4292,0.5701,0,0.5497
O95150,acetic acid,mannitol,polysorbate 80,arginine,7.0,40,10.0,300.0,0.045,50.0,0.352,0.4813,0.4287,0.5748,1,0.5835
O95150,acetic acid,mannitol,polysorbate 20,methionine,7.0,40,10.0,100.0,0.08,1.0,0.4044,0.3041,0.4305,0.6432,0,0.6368
O95390,histidine,mannitol,polysorbate 80,glycine,5.5,4,50.0,100.0,0.08,50.0,0.2831,0.2678,0.0751,0.7905,0,0.8033
O95390,citric acid,trehalose,polysorbate 80,glycine,6.0,25,10.0,300.0,0.045,50.0,0.034,0.3732,0.1439,0.8669,1,0.8596
O95390,citric acid,sucrose,polysorbate 80,glycine,6.0,40,30.0,300.0,0.045,50.0,0.1783,0.4798,0.1831,0.714,1,0.7429
O95390,histidine,trehalose,polysorbate 20,methionine,5.0,4,30.0,100.0,0.08,1.0,0.1138,0.1368,0.0866,0.8924,0,0.8894
O95390,acetic acid,sucrose,polysorbate 80,glycine,5.5,4,10.0,200.0,0.01,125.0,0.0576,0.365,0.163,0.8558,1,0.8195
O95390,citric acid,trehalose,polysorbate 20,none,7.4,40,50.0,300.0,0.08,0.0,0.2209,0.4438,0.2927,0.6837,1,0.7016
O95390,phosphoric acid,sorbitol,polysorbate 80,none,7.0,40,50.0,100.0,0.045,0.0,0.3339,0.4435,0.4106,0.5868,0,0.6114
O95390,acetic acid,trehalose,poloxamer 188,methionine,6.0,25,30.0,300.0,0.01,10.0,0.1755,0.2167,0.2146,0.7966,1,0.7622
O95390,histidine,trehalose,polysorbate 20,proline,6.5,40,30.0,100.0,0.08,50.0,0.1881,0.3965,0.2379,0.7449,0,0.7306
O95390,citric acid,sucrose,polysorbate 80,none,5.0,40,30.0,200.0,0.08,0.0,0.135,0.4136,0.1851,0.7309,0,0.7924
O95390,citric acid,sucrose,poloxamer 188,glycine,7.0,4,10.0,100.0,0.01,200.0,0.2311,0.365,0.1796,0.7429,1,0.7492
O95390,histidine,trehalose,poloxamer 188,none,5.0,25,50.0,300.0,0.01,0.0,0.1927,0.2683,0.0767,0.8401,1,0.8279
O95390,phosphoric acid,mannitol,polysorbate 20,none,5.5,4,10.0,200.0,0.045,0.0,0.2063,0.3448,0.2112,0.7671,0,0.7825
O95390,citric acid,trehalose,polysorbate 80,arginine,7.0,4,50.0,200.0,0.01,100.0,0.0235,0.3507,0.1972,0.8472,0,0.8117
O95390,histidine,mannitol,polysorbate 20,glycine,7.4,25,30.0,100.0,0.01,50.0,0.2925,0.2745,0.2143,0.7699,0,0.7667
O95390,histidine,sucrose,poloxamer 188,arginine,5.0,25,10.0,300.0,0.05,150.0,0.0755,0.2939,0.0794,0.8455,2,0.8226
O95390,histidine,sucrose,poloxamer 188,glycine,6.5,4,30.0,300.0,0.05,125.0,0.1584,0.2504,0.1079,0.8448,2,0.8053
O95390,histidine,sucrose,poloxamer 188,glycine,6.0,25,30.0,300.0,0.01,200.0,0.16,0.253,0.0619,0.8281,2,0.8261
O95390,phosphoric acid,mannitol,polysorbate 20,glycine,5.0,40,10.0,300.0,0.08,200.0,0.3648,0.4643,0.3107,0.5727,2,0.6455
O95390,acetic acid,mannitol,polysorbate 20,none,5.0,4,10.0,200.0,0.08,0.0,0.2775,0.3205,0.1833,0.7661,0,0.7508
O95390,histidine,mannitol,polysorbate 20,methionine,5.0,40,30.0,200.0,0.01,1.0,0.3181,0.2043,0.1855,0.7266,0,0.7798
O95390,histidine,sucrose,poloxamer 188,proline,5.5,25,30.0,300.0,0.03,50.0,0.1486,0.2805,0.0818,0.8231,1,0.8482
O95390,phosphoric acid,mannitol,poloxamer 188,glycine,6.5,25,50.0,100.0,0.01,125.0,0.3828,0.3775,0.1711,0.6901,1,0.6988
O95390,citric acid,mannitol,poloxamer 188,glycine,6.0,25,50.0,100.0,0.03,125.0,0.3564,0.339,0.1066,0.7202,1,0.7597
O95390,citric acid,sorbitol,poloxamer 188,arginine,7.0,40,10.0,300.0,0.03,50.0,0.3881,0.4725,0.3246,0.5894,1,0.6209
O95390,acetic acid,trehalose,polysorbate 80,methionine,7.0,40,50.0,200.0,0.08,5.5,0.2328,0.3154,0.3923,0.6497,0,0.6929
O95390,histidine,trehalose,polysorbate 80,arginine,5.0,25,10.0,100.0,0.045,100.0,0.0498,0.2794,0.1075,0.8639,0,0.8245
O95390,histidine,sucrose,polysorbate 20,proline,7.4,4,50.0,200.0,0.045,50.0,0.1384,0.2544,0.1912,0.8425,0,0.8507
O95390,citric acid,sorbitol,poloxamer 188,glycine,7.0,40,10.0,200.0,0.03,50.0,0.4421,0.4561,0.2922,0.5804,0,0.5821
O95390,citric acid,sucrose,polysorbate 80,methionine,7.0,40,30.0,300.0,0.01,10.0,0.1754,0.3195,0.3016,0.7328,1,0.7522
O95390,phosphoric acid,sorbitol,polysorbate 20,glycine,5.0,4,30.0,300.0,0.01,125.0,0.1686,0.3732,0.184,0.7619,2,0.7433
O95390,acetic acid,trehalose,polysorbate 80,proline,6.0,4,30.0,100.0,0.045,100.0,0.1181,0.356,0.1638,0.8228,0,0.768
O95390,acetic acid,trehalose,polysorbate 20,proline,6.0,4,10.0,200.0,0.01,150.0,0.0926,0.3652,0.2151,0.846,1,0.7615
O95390,phosphoric acid,mannitol,poloxamer 188,glycine,6.0,4,50.0,100.0,0.05,50.0,0.3535,0.3549,0.2061,0.7152,0,0.6832
O95390,acetic acid,sorbitol,polysorbate 20,methionine,6.0,25,50.0,300.0,0.08,10.0,0.2085,0.1881,0.2172,0.8259,1,0.8133
O95390,histidine,trehalose,poloxamer 188,arginine,6.0,4,50.0,300.0,0.05,150.0,0.0825,0.2473,0.0759,0.8848,2,0.8493
O95390,citric acid,mannitol,polysorbate 20,glycine,6.5,40,50.0,100.0,0.08,200.0,0.4106,0.4343,0.2029,0.6462,1,0.6566
O95390,phosphoric acid,sucrose,polysorbate 20,arginine,6.0,4,10.0,100.0,0.01,100.0,0.0304,0.3411,0.1698,0.867,0,0.8647
O95390,citric acid,mannitol,poloxamer 188,proline,7.4,4,30.0,300.0,0.01,50.0,0.3734,0.3377,0.1483,0.7001,1,0.7026
O95390,histidine,sucrose,polysorbate 80,none,6.5,40,30.0,300.0,0.01,0.0,0.2197,0.3739,0.2035,0.7012,1,0.7272
O95390,histidine,trehalose,polysorbate 80,none,5.0,40,50.0,100.0,0.045,0.0,0.2473,0.3645,0.1554,0.6972,0,0.728
O95390,citric acid,trehalose,polysorbate 20,proline,5.5,4,30.0,100.0,0.08,50.0,0.0887,0.3717,0.0953,0.8324,0,0.8507
O95390,histidine,sorbitol,polysorbate 20,methionine,5.0,25,50.0,200.0,0.08,10.0,0.2175,0.1477,0.084,0.8536,0,0.8378
O95390,histidine,sucrose,polysorbate 80,glycine,5.0,4,50.0,100.0,0.045,125.0,0.1088,0.2693,0.1061,0.8394,1,0.8214
O95390,histidine,trehalose,poloxamer 188,none,5.0,4,50.0,200.0,0.03,0.0,0.2635,0.2508,0.1114,0.7649,0,0.7803
O95390,acetic acid,sorbitol,polysorbate 20,proline,7.0,4,50.0,200.0,0.01,150.0,0.2346,0.3699,0.243,0.7499,1,0.6993
O95390,citric acid,sorbitol,polysorbate 20,none,6.0,4,10.0,100.0,0.045,0.0,0.2648,0.3397,0.0803,0.7706,0,0.747
O95390,histidine,sucrose,poloxamer 188,none,6.0,4,50.0,200.0,0.01,0.0,0.1742,0.2366,0.0608,0.8676,0,0.8152
O95390,citric acid,sorbitol,poloxamer 188,methionine,6.0,4,50.0,100.0,0.03,1.0,0.3497,0.2255,0.0851,0.7589,0,0.7714
O95390,citric acid,trehalose,polysorbate 80,none,7.0,40,10.0,100.0,0.01,0.0,0.2386,0.4371,0.2944,0.6299,0,0.6772
O95390,acetic acid,mannitol,polysorbate 20,proline,6.5,4,10.0,200.0,0.01,150.0,0.2395,0.3433,0.1883,0.7354,1,0.7463
O95390,phosphoric acid,trehalose,poloxamer 188,none,6.5,40,10.0,200.0,0.05,0.0,0.3201,0.4385,0.285,0.6435,0,0.6792
O95390,histidine,mannitol,polysorbate 80,methionine,6.5,25,30.0,300.0,0.01,10.0,0.177,0.1071,0.1031,0.8744,1,0.8166
O95390,histidine,sucrose,poloxamer 188,glycine,6.5,4,10.0,100.0,0.01,200.0,0.2201,0.2908,0.0998,0.7841,1,0.7845
O95390,citric acid,mannitol,polysorbate 20,methionine,7.0,4,10.0,200.0,0.01,10.0,0.2915,0.2286,0.2102,0.7799,0,0.7385
O95390,acetic acid,sucrose,polysorbate 20,glycine,5.0,4,10.0,200.0,0.045,125.0,0.0824,0.3589,0.2084,0.8479,1,0.8192
O95390,histidine,sorbitol,poloxamer 188,none,5.5,25,50.0,100.0,0.03,0.0,0.3125,0.2649,0.1122,0.7855,0,0.7493
O95390,acetic acid,sorbitol,poloxamer 188,glycine,7.0,4,50.0,200.0,0.03,200.0,0.4259,0.3349,0.2758,0.6787,1,0.6888
O95390,histidine,sucrose,polysorbate 80,proline,7.0,4,50.0,200.0,0.01,100.0,0.0634,0.2551,0.219,0.854,0,0.8257
O95390,phosphoric acid,trehalose,polysorbate 20,none,7.4,40,10.0,200.0,0.01,0.0,0.2702,0.4659,0.418,0.6444,0,0.6329
P01568,citric acid,trehalose,poloxamer 188,proline,7.0,40,10.0,100.0,0.01,150.0,0.4029,0.5006,0.3714,0.5655,1,0.5772
P01568,phosphoric acid,sorbitol,poloxamer 188,arginine,7.0,4,50.0,200.0,0.05,150.0,0.3833,0.4266,0.3315,0.6526,1,0.6055
P01568,histidine,mannitol,polysorbate 20,none,5.5,4,50.0,200.0,0.045,0.0,0.2719,0.3043,0.175,0.7627,0,0.7092
P01568,citric acid,sorbitol,poloxamer 188,none,7.0,40,30.0,300.0,0.05,0.0,0.4818,0.5142,0.3068,0.5654,1,0.5714
P01568,acetic acid,mannitol,poloxamer 188,none,7.0,40,50.0,300.0,0.05,0.0,0.5503,0.4923,0.4204,0.5067,1,0.5316
P01568,acetic acid,sucrose,poloxamer 188,proline,5.5,40,30.0,300.0,0.03,150.0,0.3423,0.483,0.3634,0.5848,2,0.5928
P01568,citric acid,trehalose,polysorbate 20,none,5.0,25,10.0,300.0,0.045,0.0,0.0913,0.3723,0.1438,0.8009,1,0.7788
P01568,citric acid,trehalose,polysorbate 80,arginine,5.5,4,30.0,100.0,0.045,100.0,0.0723,0.4195,0.1579,0.7835,0,0.8146
P01568,histidine,sorbitol,poloxamer 188,arginine,7.0,25,10.0,200.0,0.05,50.0,0.398,0.2834,0.2521,0.7157,0,0.7126
P01568,acetic acid,sorbitol,polysorbate 80,methionine,5.5,40,10.0,200.0,0.08,10.0,0.3656,0.3196,0.3743,0.649,0,0.6457
P01568,citric acid,trehalose,polysorbate 20,none,6.0,40,10.0,300.0,0.01,0.0,0.3478,0.5162,0.2722,0.5862,1,0.6253
P01568,histidine,mannitol,polysorbate 80,proline,6.5,40,10.0,100.0,0.08,150.0,0.5536,0.41,0.2564,0.5456,1,0.578
P01568,acetic acid,mannitol,polysorbate 80,none,5.5,25,50.0,200.0,0.08,0.0,0.2825,0.4142,0.2735,0.7049,0,0.696
P01568,citric acid,sorbitol,poloxamer 188,proline,5.0,40,30.0,300.0,0.03,100.0,0.4247,0.4878,0.2591,0.579,1,0.6162
P01568,acetic acid,sucrose,polysorbate 80,arginine,7.0,25,30.0,100.0,0.08,150.0,0.1031,0.3885,0.401,0.7808,1,0.7067
P01568,citric acid,trehalose,poloxamer 188,proline,7.0,25,10.0,200.0,0.01,100.0,0.2946,0.3987,0.2695,0.7114,0,0.7055
P01568,acetic acid,trehalose,polysorbate 80,none,6.0,40,30.0,300.0,0.01,0.0,0.3749,0.4951,0.3825,0.5797,1,0.5892
P01568,histidine,trehalose,polysorbate 20,glycine,5.0,4,50.0,300.0,0.045,200.0,0.0721,0.2944,0.1618,0.8387,2,0.8193
P01568,acetic acid,sorbitol,polysorbate 80,arginine,5.0,25,50.0,100.0,0.01,50.0,0.1361,0.3685,0.244,0.7827,0,0.7639
P01568,citric acid,mannitol,polysorbate 80,arginine,5.0,25,50.0,100.0,0.08,150.0,0.1579,0.3492,0.1931,0.8152,1,0.7831
P01568,phosphoric acid,sucrose,polysorbate 20,none,5.0,40,30.0,100.0,0.045,0.0,0.2532,0.4767,0.3994,0.6065,0,0.6406
P01568,acetic acid,trehalose,poloxamer 188,none,5.5,40,30.0,300.0,0.03,0.0,0.2764,0.4966,0.3694,0.6135,1,0.6439
P01568,citric acid,sucrose,poloxamer 188,proline,5.5,40,30.0,200.0,0.01,100.0,0.3342,0.4858,0.2503,0.6367,0,0.6324
P01568,acetic acid,sorbitol,poloxamer 188,proline,6.5,4,10.0,300.0,0.03,50.0,0.5882,0.4208,0.2283,0.6155,1,0.6112
P01568,acetic acid,sorbitol,poloxamer 188,glycine,7.0,4,30.0,100.0,0.05,50.0,0.4517,0.4083,0.3824,0.6149,0,0.5858
P01568,acetic acid,sorbitol,polysorbate 20,arginine,5.5,40,50.0,300.0,0.01,100.0,0.2452,0.4991,0.3716,0.6382,1,0.662
P01568,histidine,sorbitol,poloxamer 188,none,6.0,4,10.0,100.0,0.01,0.0,0.5247,0.2856,0.1996,0.6615,0,0.6486
P01568,acetic acid,trehalose,polysorbate 80,glycine,6.0,25,50.0,100.0,0.01,125.0,0.2959,0.3799,0.2941,0.6983,1,0.6569
P01568,acetic acid,sucrose,polysorbate 20,none,5.0,25,10.0,100.0,0.01,0.0,0.0825,0.3563,0.2486,0.791,0,0.7979
P01568,histidine,sucrose,poloxamer 188,glycine,5.0,25,10.0,100.0,0.03,50.0,0.1758,0.3141,0.1896,0.8132,0,0.7743
P01568,phosphoric acid,trehalose,polysorbate 20,methionine,7.0,40,30.0,200.0,0.01,1.0,0.2817,0.3158,0.459,0.6336,0,0.6688
P01568,citric acid,sorbitol,polysorbate 80,none,6.0,25,30.0,300.0,0.01,0.0,0.4918,0.4063,0.1218,0.6498,1,0.6473
P01568,citric acid,mannitol,polysorbate 80,glycine,6.5,25,50.0,100.0,0.01,125.0,0.4967,0.3817,0.1665,0.6286,1,0.6179
P01568,phosphoric acid,mannitol,polysorbate 80,glycine,6.5,4,50.0,200.0,0.01,125.0,0.4968,0.376,0.2724,0.6066,1,0.6421
P01568,acetic acid,sucrose,polysorbate 80,methionine,7.4,25,50.0,300.0,0.01,1.0,0.0394,0.2418,0.3683,0.8267,1,0.8041
P01568,histidine,sucrose,polysorbate 80,arginine,6.5,40,50.0,100.0,0.01,150.0,0.3814,0.4155,0.2775,0.6139,1,0.6366
P01568,citric acid,mannitol,poloxamer 188,methionine,5.5,40,50.0,200.0,0.05,5.5,0.5517,0.3653,0.2432,0.5731,0,0.5901
P01568,acetic acid,trehalose,polysorbate 20,glycine,7.0,4,10.0,300.0,0.01,200.0,0.1567,0.3717,0.3534,0.7914,2,0.7314
P01568,phosphoric acid,sorbitol,polysorbate 80,proline,5.5,40,30.0,300.0,0.01,100.0,0.2898,0.5206,0.3834,0.594,1,0.6272
P01568,acetic acid,sorbitol,poloxamer 188,arginine,6.5,25,50.0,100.0,0.03,100.0,0.4883,0.3869,0.2916,0.6248,0,0.5637
P01568,citric acid,sorbitol,poloxamer 188,glycine,5.0,25,10.0,200.0,0.05,50.0,0.3274,0.3947,0.1856,0.7138,0,0.6865
P01568,histidine,trehalose,polysorbate 80,glycine,7.4,25,30.0,300.0,0.01,50.0,0.094,0.2987,0.2466,0.8465,1,0.8027
P01568,acetic acid,mannitol,polysorbate 80,proline,7.0,25,10.0,300.0,0.045,100.0,0.3109,0.3999,0.3402,0.6771,1,0.6537
P01568,citric acid,sucrose,poloxamer 188,glycine,5.0,40,10.0,200.0,0.05,125.0,0.2735,0.5217,0.266,0.648,1,0.6545
P01568,acetic acid,sucrose,poloxamer 188,none,7.0,40,30.0,100.0,0.03,0.0,0.4258,0.5042,0.4619,0.5358,0,0.5207
P01568,phosphoric acid,sucrose,polysorbate 80,glycine,5.0,25,10.0,300.0,0.08,200.0,0.0779,0.3955,0.2516,0.822,2,0.7497
P01568,citric acid,sorbitol,poloxamer 188,none,7.4,40,30.0,300.0,0.03,0.0,0.4,0.5169,0.368,0.5604,1,0.5796
P01568,citric acid,mannitol,poloxamer 188,proline,7.4,40,50.0,300.0,0.05,50.0,0.4181,0.466,0.3547,0.6044,1,0.5734
P01568,histidine,mannitol,polysorbate 20,methionine,7.4,40,50.0,200.0,0.01,10.0,0.3198,0.2355,0.3599,0.6678,0,0.7032
P01568,acetic acid,sucrose,polysorbate 20,glycine,5.5,40,30.0,200.0,0.045,125.0,0.2372,0.5118,0.3406,0.6267,1,0.6449
P01568,citric acid,trehalose,polysorbate 80,none,6.5,25,30.0,100.0,0.08,0.0,0.3578,0.3804,0.18,0.7305,0,0.669
P01568,histidine,sorbitol,polysorbate 20,none,7.0,25,30.0,300.0,0.01,0.0,0.2961,0.2857,0.3143,0.7244,1,0.7351
P01568,acetic acid,sorbitol,poloxamer 188,glycine,5.5,25,50.0,300.0,0.01,125.0,0.3266,0.3765,0.2479,0.6899,2,0.6767
P01568,histidine,mannitol,poloxamer 188,none,5.0,25,50.0,100.0,0.05,0.0,0.3247,0.2799,0.1848,0.7736,0,0.7497
P01568,citric acid,mannitol,polysorbate 80,proline,5.0,40,30.0,200.0,0.045,150.0,0.3451,0.4982,0.2517,0.5931,1,0.6443
P01568,phosphoric acid,sorbitol,poloxamer 188,arginine,5.0,40,10.0,100.0,0.03,150.0,0.3308,0.4764,0.3847,0.6358,1,0.6172
P01568,citric acid,mannitol,polysorbate 20,proline,6.0,4,50.0,200.0,0.045,150.0,0.4644,0.3914,0.1349,0.6821,1,0.6677
P01568,acetic acid,trehalose,polysorbate 80,proline,7.0,25,10.0,300.0,0.01,150.0,0.1629,0.3914,0.3809,0.7215,2,0.6877
P01568,citric acid,mannitol,polysorbate 20,glycine,5.5,40,50.0,100.0,0.045,125.0,0.3677,0.498,0.2399,0.5919,1,0.6175
P01568,citric acid,mannitol,polysorbate 80,proline,5.5,40,30.0,300.0,0.045,50.0,0.3568,0.4665,0.2634,0.6396,1,0.641
P01570,phosphoric acid,sorbitol,polysorbate 80,none,5.5,25,50.0,100.0,0.08,0.0,0.2985,0.6346,0.383,0.6151,0,0.5758
P01570,citric acid,mannitol,poloxamer 188,none,7.4,25,10.0,100.0,0.05,0.0,0.5035,0.6001,0.3298,0.5624,0,0.497
P01570,histidine,sorbitol,polysorbate 20,proline,5.0,40,30.0,300.0,0.045,100.0,0.29,0.6079,0.3656,0.5503,1,0.5952
P01570,phosphoric acid,sucrose,poloxamer 188,proline,6.5,40,30.0,200.0,0.01,50.0,0.5161,0.6854,0.4929,0.4081,0,0.4824
P01570,citric acid,mannitol,poloxamer 188,none,5.0,40,50.0,300.0,0.01,0.0,0.4066,0.7108,0.3296,0.507,1,0.5298
P01570,histidine,sorbitol,poloxamer 188,methionine,5.5,4,10.0,300.0,0.05,5.5,0.3163,0.3467,0.2485,0.7424,1,0.6955
P01570,citric acid,mannitol,polysorbate 80,arginine,6.0,4,30.0,200.0,0.01,100.0,0.2534,0.5974,0.2588,0.684,0,0.6093
P01570,phosphoric acid,sorbitol,polysorbate 80,proline,6.0,4,10.0,100.0,0.08,50.0,0.2674,0.6299,0.344,0.5989,0,0.6382
P01570,phosphoric acid,trehalose,polysorbate 20,methionine,7.4,40,10.0,100.0,0.045,5.5,0.2888,0.5616,0.5688,0.496,0,0.54
P01570,phosphoric acid,sucrose,polysorbate 80,none,6.0,4,50.0,300.0,0.01,0.0,0.134,0.615,0.3855,0.6771,1,0.6605
P01570,phosphoric acid,sucrose,polysorbate 80,proline,5.5,25,30.0,300.0,0.08,50.0,0.0482,0.5797,0.3415,0.7093,1,0.7245
P01570,acetic acid,sucrose,poloxamer 188,glycine,6.5,4,30.0,200.0,0.01,50.0,0.3417,0.6134,0.3621,0.6048,0,0.5979
P01570,phosphoric acid,sorbitol,polysorbate 80,glycine,6.0,40,30.0,200.0,0.01,125.0,0.374,0.7202,0.4682,0.4877,1,0.5399
P01570,acetic acid,sorbitol,poloxamer 188,methionine,6.0,25,10.0,100.0,0.03,10.0,0.3606,0.4837,0.3806,0.6249,0,0.6291
P01570,phosphoric acid,mannitol,poloxamer 188,proline,7.0,40,30.0,300.0,0.05,100.0,0.6119,0.6975,0.5433,0.3956,1,0.3608
P01570,phosphoric acid,mannitol,poloxamer 188,none,6.0,4,50.0,100.0,0.03,0.0,0.4168,0.6042,0.3579,0.5882,0,0.5393
P01570,histidine,sucrose,poloxamer 188,methionine,6.0,4,10.0,100.0,0.01,1.0,0.2212,0.414,0.2577,0.6914,0,0.6932
P01570,citric acid,mannitol,polysorbate 20,glycine,7.0,40,10.0,100.0,0.01,50.0,0.5626,0.7245,0.4739,0.4208,0,0.408
P01570,histidine,mannitol,polysorbate 20,arginine,5.5,4,30.0,200.0,0.045,50.0,0.1472,0.5005,0.2658,0.7545,0,0.7179
P01570,citric acid,sorbitol,poloxamer 188,glycine,7.4,4,30.0,200.0,0.03,200.0,0.479,0.6179,0.3851,0.5518,1,0.5147
P01570,acetic acid,sorbitol,poloxamer 188,none,7.4,25,10.0,200.0,0.05,0.0,0.4996,0.5946,0.4503,0.508,0,0.4903
P01570,citric acid,sorbitol,polysorbate 20,methionine,7.4,25,50.0,200.0,0.01,10.0,0.3084,0.4672,0.3653,0.6861,0,0.6135
